Number of Records,Address,Business Id,Categories,Cuisines,City_Old,City,Is Open,Latitude,Longitude,name,Neighborhood,Postal Code,Votes,rating,State
1,310-800 Veterans Boulevard NW,1jC8tJH7u-_y-7A7-Vz7qQ,"Pizza, Restaurants, Italian, Steakhouses",Italian,Airdrie,Airdrie,1,51.3004053,-114.0239201,Alexanders Steakhouse & Pizzaria,,T4B 3G9,11,3.5,AB
1,655 College St,1JDRyjdfkE_iSwUGs_ZX1w,"Mexican, Restaurants",Mexican,Toronto,Toronto,0,43.654912,-79.4161963,Burro Burrito,Little Italy,M6G 1B2,60,4,ON
1,906 N 15th Ave,1JF9TbJ2d5hH8xsQvvklHg,"Restaurants, Breakfast & Brunch, Mexican, Burgers, American (New)",Mexican,Phoenix,Phoenix,1,33.4579187,-112.0915077,Irma's Kitchen,,85007,215,4.5,AZ
1,"1910 Village Center Cir, Ste 6",1JgaRBX0oiRsvEhHF3ZMjw,"Restaurants, Pizza, Italian",Italian,Las Vegas,Las Vegas,0,36.1929381,-115.3055866,Upper Crust Pizza,Summerlin,89134,59,4,NV
1,305 W John St,1JOQhzsW6cu4yVHuPhlRwQ,"Restaurants, Mexican",Mexican,Matthews,Matthews,1,35.117393,-80.725534,El Valle Mexican Restaurant,,28105,77,4,NC
1,2330 S Rainbow Blvd,1jpYP-JNOEYCMIzP4OlGuQ,"Ethnic Food, Specialty Food, Asian Fusion, Food, Hawaiian, Desserts, Mexican, Restaurants",Mexican,Las Vegas,Las Vegas,0,36.14621857,-115.2424863,Braddah's Island Style,Westside,89146,565,4,NV
1,4918 Central Ave,1JtneT5bWWd7JRqv1shMzw,"Mexican, Restaurants",Mexican,Charlotte,Charlotte,1,35.211124,-80.760491,Tres Pesos,Eastland,28205,4,2,NC
1,1058 Gerrard Street E,1K4qrnfyzKzGgJPBEcJaNQ,"Nightlife, Mexican, Tiki Bars, Bars, Restaurants",Mexican,Toronto,Toronto,1,43.6692562,-79.3359022,Chula Taberna Mexicana,Leslieville,M4M 3A6,54,3.5,ON
1,2502 Village Green Pl,1KGLQ6Sxji5jqsQnsC6fdQ,"Restaurants, Italian, Pizza",Italian,Champaign,Champaign,0,40.081896,-88.295835,MezzaLuna,,61822,9,3,IL
1,"6775 E Lake Mead Blvd, Ste 2",1kHr1RTkm_J-dfrq-HPBug,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.1951969,-115.0240337,Viva El Taco,Sunrise,89156,36,3.5,NV
1,406 Queen Street W,1kLBRbYQRJN7SQXLF98RKA,"Vietnamese, Restaurants",Vietnamese,Toronto,Toronto,0,43.6486829,-79.3973288,The Saigon Hustle,Queen Street West,M5V 2A6,14,4,ON
1,2996 Boulevard Marcel-Laurin,1KOwQRwZjn7hA7PG2qBgug,"Canadian (New), Vietnamese, Restaurants",Vietnamese,Saint-Laurent,Saint-Laurent,0,45.5242069,-73.711576,Chez Lien,Ahunstic-Cartierville,H4K 2V5,3,3.5,QC
1,17 Hayden Street,1kVicFRGjgUrB6IezlTTdw,"Italian, Restaurants",Italian,Toronto,Toronto,1,43.669422,-79.385753,Focaccia Restaurant,Church-Wellesley Village,M4Y 2P2,29,3.5,ON
1,638 17 Avenue SW,1KxcxGMRy-hMwkdl9EN3KQ,"Italian, Restaurants",Italian,Calgary,Calgary,1,51.03793498,-114.0767136,Fiore Cantina Italiana,,T2S 0B4,49,3,AB
1,2125 36 Street NE,1L8QhmM-0dhUHw7sWntVaA,"Beer, Wine & Spirits, Food, Buffets, Indian, Restaurants",Indian,Calgary,Calgary,1,51.0720653,-113.9828214,Hot Million Indian Cuisine,,T1Y 5S3,34,4.5,AB
1,1546 W Bell Rd,1LdvubOnn7Uf_xDpc5JcMA,"Restaurants, Indian",Indian,Phoenix,Phoenix,0,33.640558,-112.093723,Indian Paradise,,85023,3,3,AZ
1,1455 Gerrard Street E,1loClYTKmAlUxXERUZotRQ,"Restaurants, Thai",Thai,Toronto,Toronto,1,43.6722484,-79.3212267,Thai Boys,Leslieville,M4L 1Z9,8,3.5,ON
1,1640 Boulevard Saint-Martin O,1LoZIjFA8525XcXdef1x1Q,"Restaurants, Vietnamese",Vietnamese,Laval,Laval,1,45.5679383,-73.7266086,Pho Mymy,Laval,H7S 1M9,12,4,QC
1,206 Westgate Mall,1lujZNJqP5s966L0PRmRrg,"Italian, Salad, Restaurants, Pizza",Italian,Madison,Madison,0,43.0525819,-89.4724364,Rocky Rococo,Midvale Heights Community,53711,11,2.5,WI
1,"5130 W Baseline Rd, Ste 105",1M0Mo_ctYMTH0CTKgv4RpQ,"Restaurants, Fast Food, Mexican",Mexican,Laveen,Laveen,1,33.3776606,-112.16893,Chipotle Mexican Grill,,85339,43,3,AZ
1,4110 S Maryland Pkwy,1M1A-s6BbnzK3eURw01rZQ,"Restaurants, Latin American, Honduran, Mexican",Mexican,Las Vegas,Las Vegas,1,36.113966,-115.136829,Rincon Catracho,University,89119,65,3.5,NV
1,1725 E Warm Springs Rd,1ME-zOtZ9HApzJUOpR0-vQ,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.0571681,-115.12893,El Herradero Mexican Restaurant,Southeast,89119,88,4,NV
1,1212 Rue Saint-Zotique E,1mGHeSYj-iCilxQYLXSlUg,"Italian, Restaurants",Italian,Montréal,Montréal,1,45.5403308,-73.6040118,Luciano Trattoria,Rosemont-La Petite-Patrie,H2S 1N5,16,4,QC
1,5875 Airport Road,1mHcIfWIUO1i6K9st5atdA,"Restaurants, Bars, Italian, Nightlife",Italian,Mississauga,Mississauga,1,43.6862907,-79.6036402,Bliss Restaurant and Bar Hilton Airport Toronto,,L4V 1N1,9,4,ON
1,"438 Kerr Street, Unit 5",1mJHjc4Btj2RejTt0-8FEA,"Restaurants, Pizza, Caterers, Gluten-Free, Buffets, Event Planning & Services, Italian",Italian,Oakville,Oakville,1,43.4453748,-79.6847574,Nino's Authentic Italian Restaurant,,L6K 3C4,13,3.5,ON
1,525 Adams Ave,1mOL0ZVy622lo7hc0f1vXQ,"Restaurants, Sandwiches, Italian, Pizza",Italian,Canonsburg,Canonsburg,1,40.2658487,-80.1729679,Sam's Pizza Shop,,15317,21,4,PA
1,2457 E Tropicana Ave,1MrSwj8i2VEBHdp3IsWCpQ,"Restaurants, Food, Seafood, Breweries, Mexican",Mexican,Las Vegas,Las Vegas,0,36.099662,-115.1177252,El Fish Taco,Southeast,89121,113,4.5,NV
1,"4777 E Charleston Blvd, Ste 217",1mSAHgRm_sbDslTgeId2Mg,"Mexican, Food, Restaurants",Mexican,Las Vegas,Las Vegas,1,36.15873445,-115.070327,Taqueria El Buen Pastor,Sunrise,89104,12,4,NV
1,3626 E Indian School Rd,1muT5zEqoC4qp9ms08qJtQ,"Sandwiches, Pizza, Salad, Italian, Restaurants",Italian,Phoenix,Phoenix,1,33.49553969,-112.0029777,Gino's East - Phoenix,,85018,270,3.5,AZ
1,416 Semple St,1n-HH6BG913cKQ1tX3wQEg,"Indian, Restaurants",Indian,Pittsburgh,Pittsburgh,0,40.4366975,-79.9545605,Bayleaf Indian Cusine,Oakland,15213,6,4,PA
1,13319 W McDowell Rd,1n3hAKaOajANcMQZOt1IOg,"Soup, Mexican, Salad, Restaurants",Mexican,Goodyear,Goodyear,1,33.463143,-112.345783,Manuel's Mexican Restaurant & Cantina | Goodyear,,85338,128,3.5,AZ
1,2080 Saw Mill Run Blvd,1n8bvxpBoUOAJsC5csuV3Q,"Pizza, Restaurants, Italian",Italian,Pittsburgh,Pittsburgh,0,40.3922377,-79.997446,DiCarlo's Original Pizza,Brookline,15210,12,4.5,PA
1,240 S Rainbow Blvd,1nM-ES-xVqL0yQGTCwtd-Q,"Chinese, Restaurants, Thai",Thai,Las Vegas,Las Vegas,1,36.1712924,-115.244908,Thai Taste,Westside,89145,59,3.5,NV
1,7211 E Independence Blvd,1NmGVWYlF4iMngM6arKJTQ,"Vietnamese, Restaurants",Vietnamese,Charlotte,Charlotte,1,35.1638118,-80.7389582,Pho Huong Que,Eastland,28227,104,4,NC
1,"4416 Royalton Rd, Ste A",1NpsjELTAt4jLl8bSqTArg,"Fast Food, Mexican, Restaurants",Mexican,Brecksville,Brecksville,1,41.31362503,-81.65501811,Chipotle Mexican Grill,,44141,12,2,OH
1,450 N Alma School R,1Nq7GxjvEDgAJxBeOjR_9Q,"Restaurants, Mexican",Mexican,Mesa,Mesa,1,33.4234992,-111.8568585,Burrito Express,,85201,102,2.5,AZ
1,1301 W Sunset Rd,1nqfF7z_bAnODz7cJ-uekA,"Mexican, Restaurants",Mexican,Henderson,Henderson,1,36.061236,-115.04036,Viva Salsa,,89014,16,3,NV
1,"550 Highway 7 E, Unit 6162A",1NZonnS3SpogXaZJigVgqA,"Vietnamese, Restaurants",Vietnamese,Richmond Hill,Richmond Hill,0,43.8449826,-79.3837654,Kim Po Vietnamese Restaurant,,L4B 3Z4,80,2.5,ON
1,1530 Boul. Maisonneuve Ouest,1O5wKnCuT643BjCu4g8Mgg,"Restaurants, Mexican",Mexican,Montréal,Montréal,1,45.4958815,-73.5792117,M4 Burritos Université Concordia,Ville-Marie,H3H 2M8,31,3,QC
1,"5284 Hwy 7 East, Unit 1",1oD3ndgNI997hTEqkEh8EA,"Vietnamese, Restaurants",Vietnamese,Markham,Markham,1,43.86829742,-79.28333512,Pho Quinn Vietnamese Restaurant,Unionville,L3P 1B9,106,2.5,ON
1,3602 W Camelback Rd,1ofuWPYnHDp01c11BQog9w,"Restaurants, Chicken Wings, Pizza, Italian",Italian,Phoenix,Phoenix,1,33.5097128,-112.136571,Pizza Hut,,85019,12,2,AZ
1,7701 Reynolds Rd,1ogvimeoaaGcQswzX-90dQ,"Italian, Nightlife, American (New), Food, Bars, Coffee & Tea, Restaurants, Beer, Wine & Spirits",Italian,Mentor,Mentor,0,41.661631,-81.376826,Krave Restaurant & Bar,,44060,6,2.5,OH
1,1251 Avenue McGill College,1Ok2EXqdH-R0sy-_tyOrMg,"Italian, Pizza, Restaurants",Italian,Montréal,Montréal,1,45.501895,-73.570401,Enoteca Monza,Ville-Marie,H3B 2Y4,55,3.5,QC
1,"Rutherford Market Place, 9342 Bathurst Street",1P1YZZl9HXSYeSJR6cjf_Q,"Thai, Restaurants",Thai,Vaughan,Vaughan,1,43.8468427,-79.4585966,Thai Express,Thornhill Woods,L6A 4N9,13,2.5,ON
1,422 Bayly Street W,1p3YpI-mspxnYZI614CyXA,"Restaurants, Mexican, Fast Food",Mexican,Ajax,Ajax,1,43.8408814,-79.034324,Taco Bell,,L1S 1P1,3,3.5,ON
1,2506 Village Green Pl,1p6qHrapvuKpbZGLT9qskw,"Restaurants, Mexican",Mexican,Champaign,Champaign,1,40.0818267,-88.2963454,El Patio,,61822,32,4,IL
1,"1200 Derry Road E, Unit 1",1PfNM_6ouYvNEbAukY76EQ,"Indian, Restaurants",Indian,Toronto,Toronto,1,43.6847879,-79.663413,Kailash Parbat,,L5T 1B6,21,3.5,ON
1,37 Prince Arthur Avenue,1PJpo48hSChCbriXEHGSjw,"American (New), Italian, Canadian (New), Bars, Nightlife, Restaurants, Wine Bars, Tapas/Small Plates",Italian,Toronto,Toronto,1,43.6692085,-79.3972042,Opus Restaurant,The Annex,M5R 1B2,51,4,ON
1,"4545 E McKellips Rd, Ste C108",1pm04v3jhOCDJjSMWiZSTQ,"Fast Food, Restaurants, Burgers, Modern European, American (Traditional), Gluten-Free, American (New), Mexican, Brazilian",Mexican,Mesa,Mesa,1,33.4511294,-111.7323319,Pineapple Grill,,85215,98,4.5,AZ
1,1674 E Southern Ave,1pytOeO_PhT4EVpk2MXQBA,"Mexican, Restaurants, Fast Food, Tex-Mex",Mexican,Tempe,Tempe,1,33.3932,-111.91102,Taco Bell,,85282,24,3,AZ
1,"2501 Hampshire Gate, Unit 8A",1pZk5sw5m8kPTMdvIp6UVA,"Food, Restaurants, Chinese, Specialty Food, Thai, Sushi Bars",Thai,Oakville,Oakville,1,43.51908092,-79.68414333,Ye's Sushi,,L6H 6C8,119,3,ON
1,675 Lansdowne Avenue,1q-0v6rg3X-K6qMj81wt-Q,"Indian, Restaurants",Indian,Toronto,Toronto,0,43.6585319,-79.4427635,Curry In A Hurry,Bloordale Village,M6H,14,3,ON
1,5780 Broadview Rd,1q7bkDzXU6SyiyUcoHhziQ,"Fast Food, Restaurants, Mexican, Tex-Mex",Mexican,Parma,Parma,1,41.40589,-81.691285,Taco Bell,,44134,11,2.5,OH
1,2711 S Alma School Rd,1Q812VI7asWrVxtq3BxJiw,"Pizza, Restaurants, Italian",Italian,Mesa,Mesa,0,33.3658811,-111.8586047,Barro's Pizza,,85210,39,3.5,AZ
1,13736 West Bell Rd,1qd-bk_dx_ZbmoQSbNUuVA,"Mexican, Restaurants",Mexican,Surprise,Surprise,0,33.6409221,-112.3548324,Rubio's Fresh Mexican Grill,,85374,6,4.5,AZ
1,1199 Rue Berri,1QqnXmrWNe2IAzPag4hH5A,"Italian, Restaurants",Italian,Montréal,Montréal,1,45.514048,-73.557994,Ristorante Il Caviliere,Ville-Marie,H2L 4X4,4,4,QC
1,2118 W Craig Rd,1qukytvAndMQU2QeIE1KLw,"Restaurants, Fast Food, Sandwiches, Mexican, Tex-Mex",Mexican,North Las Vegas,Las Vegas,1,36.239438,-115.172451,Taco Bell,,89032,21,2.5,NV
1,1400 W 25th St,1RBh8N3oGEQpu20Sq_BAwA,"Italian, Food, Bakeries, Restaurants",Italian,Cleveland,Cleveland,1,41.4911176,-81.707536,Massimo da Milano,Ohio City,44113,14,1.5,OH
1,2822 N 15th Ave,1rebduwtmrHQhl32djRS7A,"Sandwiches, Restaurants, Greek, Pizza, Italian",Italian,Phoenix,Phoenix,1,33.4801488,-112.0916666,McGurkee's Italian Kitchen,,85007,161,4.5,AZ
1,2955 W Market St,1RgX-EAQrGoPMvy9ntEXsw,"Chicken Wings, Pizza, Italian, Restaurants",Italian,Fairlawn,Fairlawn,1,41.12881704,-81.60891194,Mr G's Pizzeria & Wings,,44333,70,3.5,OH
1,28889 Chagrin Blvd,1RROh1rSDB4ASIZ-kwxT2w,"Gluten-Free, Restaurants, Nightlife, Italian, Bars, Cocktail Bars",Italian,Woodmere,Woodmere,1,41.4627137,-81.4738726,Bravo! Cucina Italiana,,44122,77,3,OH
1,28932 Euclid Ave,1Ru2OnRjvUCMiZtYE9z8JQ,"Wineries, Arts & Entertainment, Restaurants, Italian, Food",Italian,Wickliffe,Wickliffe,1,41.6017096,-81.4793797,Casa Di Vino,,44092,7,4.5,OH
1,171 Rue Saint-Paul O,1rURUVztowOl0lMoVHyNpw,"Tapas/Small Plates, Nightlife, Mediterranean, Wine Bars, Italian, Cocktail Bars, Restaurants, Bars",Italian,Montréal,Montréal,1,45.5031158,-73.5551571,Restaurant Épik,Ville-Marie,H2Y 1Z5,35,4.5,QC
1,3517 W Camelback Rd,1s28O8UuTAmJb5IDz3MY3w,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,1,33.5091908,-112.134941,La Huasteca Mexican Foods,,85019,12,4,AZ
1,2502 Village Green Pl,1S6eB9Ag2VMx3Ab7LHORJw,"Indian, Restaurants",Indian,Champaign,Champaign,0,40.0820233,-88.2959126,Aroma Curry House,,61822,33,3.5,IL
1,"32415 N Scottsdale Rd, Ste C",1SL4o9YkOxfJMXIx2jic7w,"Event Planning & Services, Salad, Seafood, Restaurants, Mexican, Caterers",Mexican,Scottsdale,Scottsdale,1,33.7799757,-111.9241039,Rubio's,,85262,43,4,AZ
1,1750 W Van Buren St,1SlvPOQ39vZa9vyeOTiAUA,"Mexican, Restaurants",Mexican,Phoenix,Phoenix,0,33.4514843,-112.0976666,Aya & Peilas,,85007,4,3,AZ
1,1701 Boulevard des Sources,1SWHrS6JVc5yLuJtBTds-g,"Thai, Chinese, Restaurants",Thai,Pointe-Claire,Pointe-Claire,1,45.4632625,-73.7833731,Mr Spicy,,H9R 5A2,14,4,QC
1,7349 Rue Saint Hubert,1sYaUCryETlbl-Y-2hmedw,"Restaurants, Mexican",Mexican,Montréal,Montréal,1,45.5419599,-73.6155049,MR Azteca,Villeray-Saint-Michel-Parc-Extension,H2R 2N3,24,4,QC
1,9837 W Tropicana Ave,1Tak6Q-IlkDrdmLwrEZeSg,"American (New), Italian, Restaurants",Italian,Las Vegas,Las Vegas,0,36.09957182,-115.3072221,Off the Strip Just Real Food,Spring Valley,89147,54,3.5,NV
1,3737 Milwaukee St,1ti16CM6jlDt66P5PDqyUg,"Restaurants, Mexican",Mexican,Madison,Madison,0,43.097994,-89.320026,La Joya Mexican Restaurant,Eastmorland,53714,3,4.5,WI
1,66 Wellington Street W,1tinvR_pRVARKO_JGC-IHw,"Restaurants, Italian",Italian,Toronto,Toronto,1,43.6474273,-79.3810513,Fabbrica,Financial District,M5K 1E6,3,3.5,ON
1,"425 S Mill Ave, Ste 111",1TLJ5dSPAa-ZFnPXPjp7LA,"Italian, Food, Pizza, Restaurants, Food Delivery Services",Italian,Tempe,Tempe,0,33.42198863,-111.9323277,Paisan's Pizza & Italian Kitchen,,85281,19,3,AZ
1,1110 E Main St,1tq2OxLMv-yxhdKLa2f8QQ,"Restaurants, Mexican",Mexican,Mesa,Mesa,1,33.4155345,-111.8070665,El Grullo Restaurant,,85203,36,4.5,AZ
1,1561 Eglinton Avenue W,1TRoTVHIJVRSMtlSn4605w,"Indian, Caribbean, Restaurants",Indian,York,York,1,43.6972637,-79.4420615,Mainsha Restaurant,,M6E 2G9,11,3.5,ON
1,"3457 Douglasdale Boulevard SE, Suite 3",1tUUCVKiFRfocWjKJgL3Gg,"Restaurants, Italian, Pizza",Italian,Calgary,Calgary,1,50.93242948,-113.9830968,Domino's Pizza,,T2Z 4J1,4,3,AB
1,3625 Shaganappi Trl NW,1tx64Lcbwh16Vo6dPeQkFA,"Restaurants, Fast Food, Thai",Thai,Calgary,Calgary,1,51.0865228,-114.1559935,Thai Express,,T3A 0E2,7,3.5,AB
1,154 Atwater Avenue,1U-O-mNmZjIOse5kaUYa_w,"Italian, Restaurants",Italian,Communauté-Urbaine-de-Montréal,Communauté-Urbaine-de-Montréal,1,45.4802865,-73.5768846,Pizza Mia,Sud-Ouest,H4C 2G3,13,4,QC
1,8390 W Cactus Rd,1U9lgJoEhxaCMP0PsuSJgA,"Sandwiches, Italian, Restaurants, Pizza",Italian,Peoria,Peoria,1,33.5961334,-112.23981,Barro's Pizza,,85383,76,3.5,AZ
1,9919 Fairmount Drive SE,1Uco6roZusuNYST18eqPhQ,"Restaurants, Italian",Italian,Calgary,Calgary,1,50.9631975,-114.0601821,Spinelli Italian Centre Shop,,T2J 1G7,5,3.5,AB
1,5585 Simmons St,1UmZSifNBsygSWzbfKiAew,"Restaurants, Italian",Italian,North Las Vegas,Las Vegas,0,36.2612245,-115.1802615,Spaghetti & Company,,89031,20,3.5,NV
1,7315 W Warm Springs Rd,1V-mRUpVnIRq6GYymT_uyw,"Fast Food, Asian Fusion, Restaurants, Hawaiian, Food, Desserts, Mexican",Mexican,Las Vegas,Las Vegas,0,36.0552046,-115.2509345,Braddah's Island Style,Southwest,89113,74,4,NV
1,151 Brunel Road,1v4kXcATiOFPLZMVkMU0Ow,"Salad, Food, Restaurants, Italian, Specialty Food, Vegan, Soup, Health Markets, Sandwiches, Coffee & Tea",Italian,Mississauga,Mississauga,1,43.6286425,-79.673902,Pane E Vino,,L4Z 3E8,22,4,ON
1,2044 Euclid Ave,1v9TVINzMod7JfSQI7Aayw,"Food, Restaurants, Indian, Specialty Food, Fast Food, Halal, Ethnic Food",Indian,Cleveland,Cleveland,1,41.50140323,-81.67583629,Bombaychaat,Campus District,44114,97,4,OH
1,700 Cedar Ave,1Vbt1GsmtQm2dkC4A2L_-g,"Indian, Asian Fusion, Restaurants, Himalayan/Nepalese",Indian,Pittsburgh,Pittsburgh,1,40.45343803,-80.001612,Subba,North Side,15212,131,4,PA
1,9980 W Happy Valley Rd,1VDP92FU2p8AqJw9vU11sw,"Restaurants, Italian, Burgers, American (New)",Italian,Peoria,Peoria,1,33.712303,-112.274315,Lakeside Bar & Grill,,85383,225,3.5,AZ
1,"536 S Boulder Hwy, Ste B",1VHNeig1A12AaJKEKRI7Uw,"Restaurants, Latin American, Food, Fast Food, Salvadoran, Desserts, Mexican",Mexican,Henderson,Henderson,1,36.032499,-114.972222,Fruit Palace,,89015,48,4.5,NV
1,5 Complexe Desjardins,1vSag1McXH4KgRJHupJapw,"Pizza, Restaurants, Italian",Italian,Montreal,Montreal,1,45.507372,-73.564102,Mikes,Ville-Marie,H5B 1B8,20,2.5,QC
1,3667 Las Vegas Blvd S,1Vvxx-9AoINg8TJXOZgEHg,"Nightlife, Event Planning & Services, Venues & Event Spaces, Restaurants, American (New), Mexican, Karaoke",Mexican,Las Vegas,Las Vegas,1,36.109846,-115.172381,YOLOS,The Strip,89109,504,3.5,NV
1,582 Parliament Street,1W_gZM_uuEvJqapbIl6z9Q,"Food, Restaurants, Street Vendors, Mexican, Food Stands",Mexican,Toronto,Toronto,1,43.6677846,-79.3697286,El Charro,Cabbagetown,M4X 1P8,40,4.5,ON
1,"7668 W Lake Mead Blvd, Unit 107",1WBVqmo7tgF0z0eGf4fPhQ,"Noodles, Italian, Restaurants",Italian,Las Vegas,Las Vegas,1,36.196944,-115.262117,Pastaidea,Summerlin,89128,431,4.5,NV
1,15 Hayden Street,1WE-vUAugCNBg7-Vg4HKBg,"Indian, Pakistani, Restaurants",Indian,Toronto,Toronto,1,43.6694267,-79.3858593,Suksi Biryani House,Church-Wellesley Village,M4Y 2P2,56,3.5,ON
1,77 Ave Shamrock corner Casgrain,1wkgP1JQ0AH7xuN5qTgiuA,"Restaurants, Italian",Italian,Montréal,Montréal,0,45.5352091,-73.6158128,Basi,Rosemont-La Petite-Patrie,H2S 1A5,3,3,QC
1,1308 The Plz,1WtUgLhdBdQ39aBvEUbsnw,"Restaurants, Asian Fusion, Vietnamese, Sushi Bars",Vietnamese,Charlotte,Charlotte,1,35.22084169,-80.81027926,Akahana Asian Bistro,Plaza Midwood,28205,233,3.5,NC
1,7450 Rue Saint-Hubert,1wu2gJftso-60wh17xEXVw,"Restaurants, Mexican, Canadian (New)",Mexican,Montréal,Montréal,1,45.542415,-73.617287,Viva Mexico,Villeray-Saint-Michel-Parc-Extension,H2R 2N3,3,4.5,QC
1,"825 W Baseline Rd, Ste 1",1x8_aJQ-iqvymhRK3SNbLg,"Restaurants, Nightlife, Tacos, American (Traditional), Mexican, Sports Bars, Bars",Mexican,Tempe,Tempe,1,33.3771903,-111.9520135,Sharky's Tacos & Tequila,,85283,109,3,AZ
1,130 Thomas Street,1y2DnjnBNjNgehW_0--l_A,"Restaurants, Italian, Wine Bars, Nightlife, Bars, Pizza",Italian,Oakville,Oakville,1,43.445478,-79.670417,Buca Di Bacco Ristorante Italiano,,L6J 3B1,8,4.5,ON
1,666b The Queensway,1yAUftiOsCEkZ4B1UsdxRQ,"Bars, Wine Bars, Nightlife, Italian, Restaurants",Italian,Toronto,Toronto,1,43.6274318,-79.4984186,Anima Trattoria and Wine Bar,Etobicoke,M8Y 1K7,4,5,ON
1,8140 N Hayden Rd,1YdO6O1iEqhHTM-N0K5pHA,"Italian, Restaurants",Italian,Scottsdale,Scottsdale,1,33.5552759,-111.9000624,Benedetto Ristorante e Bar,,85258,3,2.5,AZ
1,8430 W McDowell Rd,1Yk-GnszDT9g1E1jnD1sIw,"Restaurants, Mexican",Mexican,Phoenix,Phoenix,1,33.4657924,-112.2415918,Mr Leno,,85037,39,3.5,AZ
1,"90 S Stephanie St, Ste 140",1YyZKh-R8aDvySArk-hCpg,"Restaurants, Mexican, Gluten-Free, Spanish",Mexican,Henderson,Henderson,0,36.025403,-115.046688,Tamale Hut,,89012,22,3.5,NV
1,1154 St Clair Ave W,1Z9rGyR3Ld2mtnOTE4pNcg,"Italian, Pizza, Restaurants",Italian,Toronto,Toronto,1,43.6782843,-79.4424619,Big Slice Restaurant,,M6E 1B3,51,3,ON
1,3490 Colorado Ave,1zB9uReur5fdEw5slte0gA,"Italian, Restaurants, Chicken Wings, Pizza",Italian,Lorain,Lorain,1,41.4646606,-82.1327089,Pizza Hut,,44052,3,3.5,OH
1,32527 N Scottsdale Rd,1ZgqJjtb91E9tOKhKrzsuw,"Restaurants, Mexican",Mexican,Scottsdale,Scottsdale,1,33.7805277,-111.9241916,Hacienda's Mexican Grill,,85266,165,3.5,AZ
1,707 Fremont St,1ZJz840L496LAmQdeDv0WA,"Restaurants, Mexican",Mexican,Las Vegas,Las Vegas,1,36.1679797,-115.1379889,Pinches Tacos,Downtown,89101,462,3.5,NV
1,90 Burnhamthorpe Road,1zZbXM8AEEvA7I1wL6-d6A,"Restaurants, Thai, Asian Fusion",Thai,Mississauga,Mississauga,0,43.5912955,-79.636863,Spring Rolls,,L5B 3Y3,66,3,ON
1,171 E Liberty Street,1zzzuXq0ov-x0aogiqHl-A,"Thai, Restaurants",Thai,Toronto,Toronto,0,43.6387,-79.417724,Thai Room Liberty Village,Liberty Village,M6K 3P6,61,3,ON
1,2831 N Las Vegas Blvd,2_hC_X9K080F8zWP4UUB4g,"Creperies, Food, Restaurants, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Mexican",Mexican,North Las Vegas,Las Vegas,1,36.2113762,-115.104936,Chamango,,89030,29,3.5,NV
1,25 York Street,2-0Z3UeQZ_Mx98m8Dv3oeQ,"Italian, Restaurants",Italian,Toronto,Toronto,1,43.6434169,-79.38050389,Aria Ristorante,,M5J,71,3,ON
1,4155 William Penn Hwy,2-Y-kNEbrP_m1U9Hc2xH7A,"Halal, Indian, Restaurants, Pakistani",Indian,Monroeville,Monroeville,0,40.4389758,-79.7651547,Sammy's Kebab House,,15146,19,4,PA
1,604 E University Ave,20mdLT6sAriyKs9oNouDDA,"Mexican, Tex-Mex, Restaurants",Mexican,Madison,Madison,0,43.07339154,-89.3961465,The Taco Bros,Capitol,53715,21,4.5,WI
1,7598 Vegas Dr,20P1JukOLfR023mnrDeXlw,"Food, Restaurants, Fast Food, Desserts, Mexican",Mexican,Las Vegas,Las Vegas,1,36.1891373,-115.2596473,Carl's Jr,,89044,28,3,NV
1,5750 S Decatur Blvd,21sGRVR7HEs_t6PdB9tGMw,"Salad, Italian, Sandwiches, Pizza, Burgers, Restaurants",Italian,Las Vegas,Las Vegas,1,36.0852347,-115.2073958,Angelina's Pizzeria,,89118,214,3,NV
1,"7887 Weston Road, Unit 7",220Z1EQZwj9IsUhT9SdLiQ,"Restaurants, Italian",Italian,Woodbridge,Woodbridge,1,43.7921338,-79.5480895,Mastroroberto Trattoria,Pine Grove,L4L 1A6,17,3.5,ON
1,"3710 Payne Ave, Ste 106",228mfqUuGbnCs1kiupJXZw,"Restaurants, Thai",Thai,Cleveland,Cleveland,1,41.5094078,-81.6621618,Map of Thailand,Goodrich Kirtland,44114,172,4.5,OH
1,5510 Jean-Talon O,22BUjjgsNu7CZLhLZEl7Zw,"Sushi Bars, Thai, Restaurants",Thai,Montreal,Montreal,1,45.492213,-73.655338,Thai Express,Côte-des-Neiges,H4P 2T5,4,3,QC
1,1164 S Watson Rd,22jHVIl9UoaCTTPOndIjwA,"Mexican, Fast Food, Tex-Mex, Restaurants",Mexican,Buckeye,Buckeye,1,33.43562,-112.55624,Taco Bell,,85326,23,3,AZ
1,2820 S Alma School Rd,22lK-APGWeG1CGQWrw6U5Q,"Restaurants, Thai",Thai,Chandler,Chandler,0,33.2625334,-111.8594296,Thai Dressing Fine Thai Cuisine,,85286,69,4,AZ
1,933 E University Dr,22so15K1aqikL9FHt37CSQ,"Vegan, Nightlife, Restaurants, Italian, Pizza",Italian,Tempe,Tempe,1,33.42113711,-111.9250794,DP Dough,,85281,112,3.5,AZ
